label,dark_pixel_count,avg_x,avg_y,bbox_width,bbox_height,intersection_count,loop_count,corner_count,symmetry_metric,writing_angle,writing_magnitude,q1_angle,q2_angle,q3_angle,q4_angle,q1_magnitude,q2_magnitude,q3_magnitude,q4_magnitude
1,35,13.628571428571428,13.6,4,20,20,0,6,94.64285714285714,5.0,2957298505.2240663,-45.0,5.0,5.0,135.0,56059334.36486045,154423435.06458285,74908800.0,81968457.72594205
6,75,14.146666666666667,14.48,12,20,35,1,11,88.01020408163265,-155.0,3117968785.033848,-135.0,45.0,169.0,45.0,212938464.82478738,561918498.242622,367864732.0321203,752980789.401108
3,82,13.75609756097561,13.975609756097562,11,20,26,0,9,88.77551020408163,-109.0,2380946592.948098,-71.0,45.0,-45.0,135.0,610561874.573842,158361604.56149092,393386204.7695945,798415533.7993574
0,111,14.36936936936937,14.00900900900901,14,20,31,1,10,80.86734693877551,-135.0,4413376800.000001,45.0,83.0,135.0,45.0,331679311.2363476,154373142.9688826,744421184.9564904,1183745688.9147897
2,74,13.783783783783784,13.14864864864865,20,18,22,0,10,86.22448979591837,79.0,3068431861.1474266,-101.0,81.0,135.0,81.0,471097798.3669002,337078181.19709474,367807326.1069683,524971849.4023048
1,55,13.963636363636363,13.618181818181819,10,20,20,0,5,87.5,-161.0,3591424873.554418,-45.0,45.0,9.0,135.0,6830895.116371616,93938911.36935672,372955724.28321564,54803529.25755973
1,66,14.484848484848484,13.848484848484848,10,20,20,0,2,86.22448979591837,-169.0,686160432.4512644,-179.0,9.0,-135.0,45.0,0.0,232186456.46953228,168843326.01072508,29456862.84237559
7,76,13.723684210526315,13.921052631578947,14,20,23,0,8,86.73469387755102,-135.0,4898204217.379413,45.0,23.0,-135.0,45.0,531289487.16546255,117096220.06181708,1451515947.5751185,338204807.34583527
9,77,14.623376623376624,13.207792207792208,12,19,32,0,12,86.98979591836735,-135.0,2490717600.0,-135.0,45.0,135.0,45.0,349569043.5483893,509341074.0476083,530224183.37745994,603501114.2935193
0,118,14.101694915254237,14.169491525423728,14,20,34,1,11,80.10204081632652,19.0,3955542868.677774,-135.0,11.0,-161.0,45.0,158865185.23949137,950386516.5434161,761989363.4920064,1133205603.6024294
2,140,14.157142857142857,14.378571428571428,16,20,25,1,7,90.3061224489796,87.0,2297563026.469822,-135.0,135.0,-79.0,67.0,201985359.8862894,699658642.6209545,417681719.83471894,473673596.58241254
6,73,14.054794520547945,14.273972602739725,14,20,36,1,12,85.45918367346938,-151.0,3981067129.335685,-135.0,45.0,-45.0,45.0,364220863.174543,639979754.7641732,467737003.26675475,378800071.2349997
7,55,14.10909090909091,14.363636363636363,16,20,21,0,9,91.07142857142857,25.0,3986257726.141028,-79.0,81.0,-45.0,45.0,499946564.9070104,241802389.25209746,43517675.19961228,666322003.758684
8,73,14.013698630136986,13.342465753424657,15,20,34,1,7,84.94897959183673,45.0,2086522200.0000005,45.0,99.0,-79.0,135.0,166827557.1340365,321416299.7281455,321417147.8354023,274414694.09866333
3,64,13.859375,13.375,19,19,21,0,8,87.75510204081633,135.0,2844034518.4939566,-79.0,45.0,-45.0,135.0,821324783.8081902,161554834.46560377,61071289.127017885,719332652.7009052
9,86,13.872093023255815,13.930232558139535,14,20,29,1,12,86.73469387755102,35.0,5353115554.192262,-135.0,-45.0,-135.0,45.0,683234061.4225528,466792790.0767836,616793751.6187711,463763045.662716
0,106,13.858490566037736,13.783018867924529,16,20,40,1,15,88.26530612244898,45.0,3783414600.000001,-135.0,135.0,135.0,45.0,872606106.0670273,473566620.78085166,1159274621.0722992,1267338864.397018
4,72,14.097222222222221,13.847222222222221,18,19,27,0,11,88.26530612244898,35.0,8019086564.816087,45.0,31.0,-71.0,45.0,653197463.7337406,727855858.703834,495659901.42257655,586010960.4287372
6,94,13.702127659574469,13.659574468085106,14,20,28,1,9,87.24489795918367,-135.0,6918659999.999999,-135.0,45.0,135.0,45.0,848935017.8177752,875410441.198825,221731538.7697628,680675688.6446936
7,82,14.048780487804878,13.634146341463415,17,20,22,0,6,87.75510204081633,45.0,6571320805.5822115,45.0,81.0,-135.0,45.0,345055149.37186444,214137823.9559164,754809690.5559018,777920042.1558361
4,36,14.305555555555555,14.083333333333334,10,18,26,0,3,95.91836734693877,-175.0,2889848363.9874372,19.0,9.0,135.0,169.0,144525256.28484267,294389925.1250336,183113003.95713156,379655554.2524796
6,87,13.942528735632184,14.195402298850574,12,20,36,1,13,84.94897959183673,-151.0,3704232745.365151,-135.0,45.0,169.0,45.0,389334428.8001237,816620255.9228219,573854051.9295632,368100627.33901024
8,84,13.5,14.607142857142858,13,20,31,2,12,84.18367346938776,45.0,3827111400.0000005,45.0,45.0,45.0,175.0,275381023.5363042,381995086.3439071,654769928.8108008,172365296.64766318
0,118,13.516949152542374,13.788135593220339,12,20,33,2,6,84.18367346938776,-175.0,2238630202.7100487,-135.0,11.0,135.0,45.0,185643707.67687923,371115777.94989705,234080473.2641778,561767511.5735561
7,55,14.454545454545455,14.472727272727273,12,20,22,0,8,90.05102040816327,19.0,5413459568.659529,-101.0,19.0,-45.0,135.0,206841394.20758322,400315329.4051739,56242384.72925533,203217675.98641253
8,91,14.175824175824175,14.142857142857142,14,20,34,1,12,83.92857142857143,45.0,6758438400.000001,-135.0,45.0,-135.0,135.0,209083114.4456016,954294524.9045439,759071372.765855,136545579.13537398
3,67,14.059701492537313,14.283582089552239,10,20,24,0,11,90.56122448979592,45.0,2640015000.000001,-135.0,135.0,-45.0,161.0,411712658.70125866,159833220.1983654,451153484.10858744,588825057.7176356
1,40,14.375,13.825,10,20,20,0,5,90.3061224489796,29.0,3277474930.7600255,-179.0,19.0,-135.0,135.0,0.0,335031418.02853924,615606817.6011413,33341544.965085436
5,59,14.525423728813559,14.11864406779661,11,20,20,0,8,88.01020408163265,135.0,3244859932.9963064,11.0,71.0,135.0,135.0,133474226.2422484,478233235.97766984,270231519.45137817,649179469.9931644
7,63,14.317460317460318,14.126984126984127,18,18,22,0,10,87.5,71.0,4245514605.488835,-101.0,71.0,-45.0,45.0,199366408.11504924,446551163.602173,44106060.3784311,746541540.7628247
1,37,13.513513513513514,13.756756756756756,2,19,19,0,6,99.74489795918367,3.0,7227956563.301071,5.0,5.0,175.0,175.0,192326695.29765812,192326695.29765815,177293459.54903662,217731484.8333925
7,56,14.142857142857142,13.839285714285714,14,20,22,0,10,89.79591836734694,-151.0,3452356561.0530186,-101.0,79.0,-135.0,45.0,400400845.7761828,339876648.3656895,359854295.45970035,514857727.23984855
1,35,13.82857142857143,14.228571428571428,5,20,20,0,5,93.62244897959184,-5.0,4965579630.869687,19.0,45.0,-135.0,135.0,99787958.57267338,42450558.74556135,24367428.242604934,197354741.43535396
1,65,13.861538461538462,13.723076923076922,10,20,20,0,4,85.96938775510205,-161.0,2735712752.2043633,-45.0,45.0,-135.0,45.0,24759764.749998726,795063857.5843456,103534359.72864497,66596440.43294091
6,79,13.784810126582279,14.329113924050633,12,20,27,1,10,90.05102040816327,-135.0,3943636200.0000005,-135.0,45.0,135.0,79.0,641971521.4487708,258538096.92661476,388622893.2897888,529682779.5070439
3,97,14.216494845360824,13.618556701030927,17,20,22,0,11,82.39795918367348,-135.0,4453432200.000002,-71.0,31.0,-71.0,45.0,230159507.31713453,427590702.5955626,1142369929.3779147,825561051.4180102
0,80,13.925,14.275,20,18,34,0,13,85.71428571428571,135.0,3651806282.5802073,45.0,135.0,-45.0,71.0,487300121.34782296,485154773.19087166,837905136.8648115,628387108.2015853
2,61,14.39344262295082,13.754098360655737,20,12,15,0,10,91.58163265306123,-95.0,3690084120.2324514,-79.0,45.0,-45.0,71.0,465260322.2047298,126973582.87396567,482695350.41036284,933392169.7345866
9,77,14.25974025974026,13.285714285714286,14,19,29,1,10,89.03061224489795,-135.0,2785671000.000001,-135.0,-45.0,-45.0,161.0,776654199.7741117,434174118.2092971,274802553.72258425,848518708.4730986
3,154,13.876623376623376,14.123376623376624,19,19,24,0,7,83.6734693877551,79.0,3009917806.5679502,-71.0,-45.0,-79.0,45.0,221230980.98425704,289415002.1517508,302414038.48606163,729528342.3228215
1,32,14.4375,13.8125,4,19,19,0,5,92.85714285714286,5.0,3805215332.665303,-179.0,45.0,-45.0,175.0,0.0,217997844.4106017,35706397.649351835,177293459.54903668
1,68,13.426470588235293,14.014705882352942,11,20,20,0,1,85.71428571428571,29.0,807599666.2737993,-45.0,23.0,-135.0,45.0,24759764.749998726,113088408.04729296,176393872.47030622,46767085.54931253
0,126,13.785714285714286,14.023809523809524,20,17,30,1,11,84.18367346938776,45.0,3674172600.0000005,45.0,-45.0,-45.0,-135.0,165955301.7715581,618312825.7794555,820150277.5056036,1591696806.272143
4,60,14.55,13.783333333333333,16,20,26,0,8,90.3061224489796,29.0,5149165262.299142,45.0,31.0,-135.0,45.0,484261377.96352327,620427777.6999804,337458163.8352817,384386141.6486954
9,76,14.210526315789474,13.710526315789474,12,17,25,1,9,90.3061224489796,19.0,2675367696.0622473,45.0,-45.0,-45.0,-171.0,620500831.3484634,333078792.2804108,261368519.82814533,447073615.49029696
2,131,13.65648854961832,13.511450381679388,20,16,20,0,9,87.5,-135.0,3841677000.0,-109.0,81.0,-135.0,71.0,323086510.76822054,352786848.4777661,494151108.74710083,497020293.7678509
0,71,14.309859154929578,13.52112676056338,14,20,37,1,11,87.5,-135.0,3503026800.0,-135.0,135.0,135.0,45.0,431626685.1096821,549423478.0239762,609619197.1027573,581054115.810215
0,137,14.072992700729927,13.554744525547445,18,20,32,1,9,73.21428571428571,45.0,6722024400.000001,-135.0,9.0,135.0,45.0,99477529.34648648,540244284.7729194,242886498.9050098,1331191800.0
2,135,14.155555555555555,14.459259259259259,20,19,22,0,3,81.37755102040816,5.0,1495081175.6132472,-71.0,101.0,-45.0,71.0,176562036.5657015,181046549.17328548,41191701.2770884,332567010.83012027
0,157,14.031847133757962,13.745222929936306,20,20,36,0,9,79.8469387755102,-135.0,3386501999.9999995,45.0,-45.0,135.0,-135.0,795108539.8965244,469122281.18696195,433906654.35845155,1498118180.6743834
2,77,14.090909090909092,14.415584415584416,15,20,23,0,10,89.54081632653062,-135.0,2964099600.000001,-45.0,135.0,-135.0,79.0,175891212.65411872,611334133.0639001,310318067.54019636,482138378.4700468
7,75,13.866666666666667,14.24,16,20,23,0,10,85.96938775510205,-135.0,8278571186.544833,-101.0,81.0,-135.0,45.0,543554427.128266,482238093.92929053,999844358.1271315,649847465.7151179
1,24,13.75,13.541666666666666,4,20,20,0,2,93.87755102040816,-175.0,3011410738.102136,-179.0,45.0,19.0,135.0,0.0,319008112.38824993,154909148.06147873,6830895.116371614
8,81,13.777777777777779,13.74074074074074,14,20,32,2,12,89.54081632653062,135.0,3593916185.5745687,-45.0,45.0,-45.0,135.0,208908737.15778363,670357796.3112566,320337482.6973865,447369486.5450107
6,86,14.069767441860465,13.825581395348838,12,20,25,1,12,84.18367346938776,45.0,4886758800.0,-135.0,59.0,-45.0,81.0,643698803.5348722,479237081.22098976,335737435.15263677,555586259.3674227
4,64,14.265625,14.28125,20,19,26,0,9,89.28571428571429,-135.0,7697919600.000002,45.0,45.0,-135.0,45.0,219915654.26232833,1254565227.2036753,393190726.8557135,355707806.6870652
1,67,14.328358208955224,14.074626865671641,5,20,20,0,2,91.58163265306123,-177.0,2153844914.5920367,-45.0,19.0,175.0,175.0,54803529.25755974,148095441.42408675,142599013.05951294,166950040.14684856
6,101,13.465346534653465,13.861386138613861,12,20,28,1,9,85.45918367346938,-135.0,3306391200.0,45.0,-135.0,-45.0,45.0,41360200.2001977,668104707.7008622,286402053.1122546,408502611.0226889
3,67,14.432835820895523,14.35820895522388,12,18,19,0,9,87.5,135.0,2809114157.7597923,-71.0,45.0,-109.0,45.0,377357873.88475436,313285346.0099912,262508257.15968382,470247604.8656054
4,81,13.88888888888889,14.037037037037036,16,20,29,0,10,88.01020408163265,37.0,5302808455.8986635,45.0,31.0,45.0,135.0,676520100.0000001,809389605.7614306,424913116.9397974,192838844.7695797
5,52,13.903846153846153,13.76923076923077,7,20,21,0,8,92.3469387755102,161.0,3476932995.8422985,-45.0,5.0,-135.0,45.0,164783985.71450487,101933434.95163977,231472876.45696527,400094166.2098216
9,50,14.52,14.42,8,20,24,1,9,91.3265306122449,-161.0,3507884900.8546557,-135.0,-45.0,-135.0,45.0,144845723.67665157,321897821.5703388,168373586.59946376,319002864.29065436
1,78,13.91025641025641,13.576923076923077,14,20,20,0,2,82.6530612244898,135.0,2010344941.4162745,135.0,45.0,-135.0,135.0,212231028.56434867,15664710.233075295,6310695.116371615,436177091.24710965
3,100,13.7,13.73,18,20,23,0,12,80.61224489795919,71.0,5206175245.030506,-71.0,-135.0,-71.0,45.0,158388563.45522147,532452622.28250074,1153461295.0752738,217995668.79632795
3,61,14.39344262295082,13.62295081967213,12,19,23,0,10,91.07142857142857,-135.0,1685968200.0000005,-109.0,45.0,-45.0,45.0,388321537.7089978,319937103.10689527,194604382.10020757,320069965.24071735
8,87,14.068965517241379,13.781609195402298,12,20,26,3,10,85.45918367346938,-135.0,2039184000.0000002,-45.0,45.0,45.0,45.0,186242413.43378133,499857691.63602585,368030675.05909634,82335105.46631661
5,90,14.322222222222223,14.655555555555555,14,20,25,0,11,90.81632653061224,135.0,4699384525.809712,-45.0,59.0,-45.0,45.0,351403397.37807417,623064354.835905,659824223.5610756,859288123.464891
